[control]player_id,Time_Index,[output]arousal,playerScore,playerHasCollisions,playerIsCollidingAbove,playerIsCollidingBelow,playerIsCollidingLeft,playerIsCollidingRight,playerIsFalling,playerIsGrounded,playerIsJumping,playerSpeedX,playerSpeedY,playerDeltaDistance,playerHealth,playerDamaged,playerPointPickup,playerPowerPickup,playerHasPowerup,playerKillCount,visibleBotCount,botHasCollisions,botIsCollidingBelow,botIsCollidingLeft,botIsCollidingRight,botIsFalling,botIsGrounded,botSpeedX,botSpeedY,botDeltaDistance,botHealth,botPlayerDistance,pickUpsVisible,pickUpPlayerDisctance,playerDeath,Cluster
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0,0.09375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3612376532524727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,1,0.25,0.0,0.3622178399651329,0.4403835689256013,0.3438712400264154,0.0,0.2838677009256039,0.7375136165090844,0.3438712400264154,0.6063819544372601,0.8202166822624068,0.6229558482450562,0.876007396918114,1.0,0.0,0.0,0.0,0.0,0.0,0.0409873947877933,0.0138889166666666,0.0138889166666666,0.0,0.0,0.07885590677755,0.0138889166666666,0.0715172222222222,0.0969543881226903,1.0,0.1666666666666666,0.2224019037030427,0.0176004229980001,0.0245387255192494,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2,0.46875,0.0001900941528641,0.3514319204764753,1.0,0.331805988356295,0.0,0.0,0.74501329158726,0.331805988356295,0.748901490903012,0.670604724833711,0.6694800994833606,0.9530486304911514,1.0,0.0,0.25,0.9166666666666666,0.003787875,0.5,0.2856188381493993,0.66222225,0.66222225,0.7708351770879426,0.0,0.1993478446750244,0.66222225,0.6908705555555554,0.0509173012118006,0.3888616110541441,0.745098,0.4971054823743414,0.3817458695159894,0.6231019983621762,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3,0.625,0.050184851337643,0.3628415756663192,0.6620895617290741,0.3542370728747031,0.0,0.0,0.7360434269645556,0.3542370728747031,0.5904292496713268,0.6594663901301843,0.6013545558363402,0.8343090315161007,1.0,0.0,0.0,0.0,1.0,0.0,0.0070813366120435,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0907593939393939,0.0,0.001760761525178,0.0909090909090909,0.1445878251744105,0.4324850282680144,0.7780554062872495,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,4,0.625,0.050184851337643,0.0908578232053049,0.0,0.1100676440436184,0.0,0.0,0.6972860952867386,0.1100676440436184,0.9805651864955878,0.7111775262565831,0.8468136973945966,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.3712431107438641,0.8041666666666667,0.8041666666666667,0.0,1.0,0.1608661913884505,0.8041666666666667,0.8662215277777778,0.0530256416528249,0.1445504085918288,0.9166666666666666,1.0,0.1801196082309769,0.4813259695257907,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,5,0.78125,0.050184851337643,0.0,0.0,0.0211296113288247,0.0,0.0,0.9700949295982964,0.0211296113288247,0.5052373491164476,0.8512821725485691,0.7826477480768783,0.9823689174602794,1.0,0.0,0.0,0.0,1.0,1.0,0.3507190682188252,0.51496825,0.51496825,0.3371721554303885,0.0,0.0793466054375876,0.51496825,0.5449513888888888,0.0284903789143468,0.1757354276995538,0.5811403333333334,0.3922226569925948,0.0,0.0,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,6,0.7375,0.050184851337643,0.3781412769979972,0.0,0.3912809101164687,0.0,0.0,0.54585376322132,0.3912809101164687,0.6085558204818267,0.6918556352420943,0.6426275350963693,0.917974488367505,1.0,0.7954545454545454,0.0,0.0,0.8181818333333334,0.0,0.5219864145624225,0.4543133333333333,0.4543133333333333,0.0,0.0,0.6715198293319478,0.4543133333333333,0.7086820833333333,0.5479775475332016,0.3367988009560738,0.75,0.5485000745452601,0.2410915780018266,1.0,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,7,0.625,0.0527918631194493,0.2056090082565458,0.2260793550975613,0.2148589879199448,0.0,0.0,0.6765748129519941,0.2148589879199448,0.8626767134562894,0.6291234866322444,0.6669052296945956,0.8682759220383643,1.0,0.0,0.2727272727272727,0.0,0.0,0.5454545454545454,0.2385100427071895,0.1435500454545454,0.1374415454545454,0.163043657609144,0.6198340909090909,0.7201595030095622,0.1374415454545454,0.3169525757575757,0.8432288437299423,0.0123716052527677,0.4545454545454545,0.297162448154011,0.5907265445453449,0.8242919439661156,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,8,0.4375,0.1439171892164312,0.3584842780970035,0.4781576941100767,0.3234049118255201,0.0,0.310239516643298,0.6435543759882422,0.3234049118255201,0.7484174374153554,0.7795452856385189,0.7325909585886439,0.9480401507141748,1.0,0.0,1.0,0.0,0.0,0.5,0.363252181203976,0.65,0.65,0.0,0.0,0.0378508685619883,0.65,0.6216937499999999,0.010744582969572,0.3930340835945908,0.6666666666666666,0.5234746210800695,0.3411275379742268,0.4991510362449924,0.0,2.0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,9,0.3125,0.2045689904457928,0.1908565619505111,0.3237374888965049,0.1971632433109867,0.0,0.0,0.7061086721352161,0.1971632433109867,0.8898570748086446,0.7243266947277389,0.7742971784995795,0.9340320090039804,1.0,0.0,0.75,0.9166666666666666,0.5029761916666667,0.0,0.2614792356942452,0.4002380833333332,0.39690475,0.2750006875017187,0.0,0.9911520566666868,0.39690475,0.7038452777777777,0.7656006814746031,0.2500754410046134,0.8333333333333334,0.8644336943466981,0.3615098633723071,0.9035485349323124,0.0,2.0
