[control]player_id,playerScore_L,playerKillCount_L,playerSpeedX_L,playerSpeedY_L,playerSpeedZ_L,playerHealth_L,playerHealing_L,playerDamaged_L,playerShooting_L,playerReloading_L,playerProjectileCount_L,playerProjectileDistance_L,playerCrouching_L,playerSprinting_L,playerAimAtEnemy_L,visibleBotCount_L,botSpeedX_L,botSpeedY_L,botSpeedZ_L,botHealth_L,botDamaged_L,botShooting_L,botProjectileCount_L,botProjectilePlayerDistance_L,botAimAtPlayer_L,playerDeath_L,playerTriesShootOnReload_L,playerScore_R,playerKillCount_R,playerSpeedX_R,playerSpeedY_R,playerSpeedZ_R,playerHealth_R,playerHealing_R,playerDamaged_R,playerShooting_R,playerReloading_R,playerProjectileCount_R,playerProjectileDistance_R,playerCrouching_R,playerSprinting_R,playerAimAtEnemy_R,visibleBotCount_R,botSpeedX_R,botSpeedY_R,botSpeedZ_R,botHealth_R,botDamaged_R,botShooting_R,botProjectileCount_R,botProjectilePlayerDistance_R,botAimAtPlayer_R,playerDeath_R,playerTriesShootOnReload_R,[output]ranking,[output]delta
C24A665A-6B67-FDEA-04A4-C2DA3AF79D51,40.0,0.0,0.0,-20.0,0.0,1.0,0.0,0.0,0.7173659166666667,0.1111110833333333,0.1190475833333333,3.5119,0.0,0.0,0.77678575,1.0,0.01875,0.0871373833333333,0.0701190833333333,0.6452380833333333,0.0059523833333333,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-20.0,0.0,1.0,0.0,0.0,0.5228175,0.21794875,0.2672465833333333,6.656356666666667,0.0,0.0,0.5212911666666667,1.0,0.0,0.0723077083333333,0.0,0.4051282499999999,0.0064102583333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333326
1F6A56CA-9C73-442F-2682-BB69E4B03AB2,500.0,0.0,0.0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254.12499999999994
761D024F-3C62-5326-601A-88D436C7726A,0.0,0.0,-0.6635998333333334,-20.0,2.2772775,1.0,0.0,0.0,0.1583333333333333,0.0,0.1166666666666666,1.5204175,0.1833333333333333,0.0,0.2694444166666667,2.1597225,0.1382757916666666,0.0,0.4721526666666666,1.0,0.0,0.1906565833333333,0.9410358333333332,11.812716666666669,0.0429293333333333,0.0,0.0,0.0,0.0,-0.0712208333333332,-20.0,0.0688190833333333,1.0,0.0,0.0,0.7000000000000001,0.1833333333333333,0.225,3.5691116666666667,0.0,0.0,0.1708333333333333,1.6208333333333331,0.2464583333333333,0.0,0.2763988333333333,0.6861904166666667,0.0208333583333333,0.2921296666666667,1.110582416666667,12.323108333333332,0.0660714166666666,0.0,0.0,1.0,0.5
2C636222-CB43-AB6F-444A-7278047991C7,211.0185,0.0833333333333333,0.8017954166666668,-20.0,-0.3994206666666667,1.0,0.0,0.0,0.3115808333333333,0.0,0.6915177083333334,7.243023333333333,0.0,0.0,0.2082312083333333,0.6745643333333334,1.1958558333333331,0.0025,1.7040775,0.6876225833333334,0.0101102916666666,0.0238095,0.01190475,2.0908333333333338,0.0,0.0,0.0,233.24075,0.0833333333333333,-1.6914919166666664,-20.0,-1.0206536666666666,1.0,0.0,0.0,0.9143790833333334,0.3333333333333333,0.47774425,6.149194166666667,0.0,0.0,0.1271309166666666,0.3703703833333333,0.2821586666666666,0.0,0.6328397499999999,0.315,0.0107638916666666,0.2444444166666667,0.4166666666666667,4.085358333333333,0.0635416666666666,0.0,0.0,1.0,3.4166666666666643
0B5863F1-A482-C95D-EA42-9183B5BDFA12,120.0,0.0,0.3978563333333333,-20.0,-0.933272775,0.6983680833333333,1.0,0.0,0.1121527499999999,0.34375,0.3010416666666666,3.4944675000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,3.170949416666667,-20.0,-2.4161091666666668,0.8480555833333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222222499999999,0.451175,0.0,0.4944683333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333333
F752B62E-E95F-A65D-4CB2-8B0252E15F08,78.66666666666667,0.0833333333333333,0.9201110833333334,-20.0,-1.9461388333333327,0.9273610833333332,0.5,0.0166666666666666,0.8523809166666667,0.3333333333333333,0.3234127499999999,8.424147499999998,1.0,0.0,0.0,0.8992063333333333,0.29633725,0.0,0.8207463333333332,0.9703704166666668,0.0,0.2612433333333333,0.5055555833333333,4.0193475,0.0,0.0,0.0,86.38889166666667,0.0833333333333333,1.0259988333333332,-20.0,-2.8483225,0.68222225,0.1333333333333333,0.04722225,0.6972222499999999,0.0,1.3166666666666669,10.030416666666666,1.0,0.0,0.15,1.225,0.0765238333333333,0.0,0.320955,0.7088095,0.0236111083333333,0.6228835833333334,1.0143855,7.427909166666666,0.0,0.0,0.0,1.0,1.0
E49C1269-8AB7-8C8F-FC88-AA92C2F1E260,100.0,0.0,0.8988042500000001,-20.067175,-0.0523195833333332,0.1009259166666666,0.0,0.00925925,0.8555555833333334,0.0,0.2606483333333333,4.463223333333333,0.0,0.1979166666666666,0.0666666666666666,0.2111108333333333,0.4181241666666666,0.0,0.27583275,0.1,0.0,0.1944445,0.4583333333333333,1.6845616666666663,0.0138889166666666,0.0,0.0,100.0,0.0,0.5194373333333333,-20.0,-2.674430833333333,0.163589,0.77272725,0.0,1.0,0.3257575833333333,0.0,0.0,0.0,0.1388889166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.916666666666668
B06410CC-D778-33B2-B1FD-A828EE4AF413,40.0,0.0,0.0,-20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111110833333333,0.1149999999999999,0.0,0.0983333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.1041666666666666,-20.0,-0.1804216666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111110833333333,0.09777775,0.0,0.08777775,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334
4B423110-8A54-A87F-39BB-D68BF033C7FC,134.80391666666665,0.0833333333333333,0.1064509166666666,-20.0,-0.4990108333333333,1.0,0.1055555833333333,0.0,0.3000525,0.0,1.32229225,10.400325833333332,0.0,0.0,0.1293067083333333,0.2598039166666666,0.072737575,0.0592520083333333,0.5750959166666666,0.2095238333333333,0.0059523833333333,0.2055555833333333,0.1880949999999999,2.825110833333333,0.0,0.0,0.0,140.0,0.0,1.9384124166666667,-20.0,-1.07800125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625
58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5,18.83333333333333,0.0833333333333333,-0.1779174166666667,-20.0,-0.1205248999999999,1.0,0.0,0.0,0.975,0.3148148333333333,0.2104166666666666,4.027091666666667,0.0,0.0,0.0,0.18928575,0.387946425,0.0,0.2858135833333333,0.1833333333333333,0.01190475,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,-0.3184019166666667,-20.0,-0.4589333333333333,1.0,0.0,0.0,0.8831018333333334,0.0,0.3263885,2.9004525,0.0,0.0,0.0833333333333333,0.796297,0.3746429166666666,0.0,0.0385416666666666,0.7388889166666667,0.00925925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666652
