[control]player_id,playerScore_L,playerHasCollisions_L,playerIsCollidingAbove_L,playerIsCollidingBelow_L,playerIsCollidingLeft_L,playerIsCollidingRight_L,playerIsFalling_L,playerIsGrounded_L,playerIsJumping_L,playerSpeedX_L,playerSpeedY_L,playerHealth_L,playerDamaged_L,playerPointPickup_L,playerPowerPickup_L,playerHasPowerup_L,playerKillCount_L,visibleBotCount_L,botHasCollisions_L,botIsCollidingBelow_L,botIsCollidingLeft_L,botIsCollidingRight_L,botIsFalling_L,botIsGrounded_L,botSpeedX_L,botSpeedY_L,botHealth_L,botPlayerDistance_L,pickUpsVisible_L,pickUpPlayerDisctance_L,playerDeath_L,playerScore_R,playerHasCollisions_R,playerIsCollidingAbove_R,playerIsCollidingBelow_R,playerIsCollidingLeft_R,playerIsCollidingRight_R,playerIsFalling_R,playerIsGrounded_R,playerIsJumping_R,playerSpeedX_R,playerSpeedY_R,playerHealth_R,playerDamaged_R,playerPointPickup_R,playerPowerPickup_R,playerHasPowerup_R,playerKillCount_R,visibleBotCount_R,botHasCollisions_R,botIsCollidingBelow_R,botIsCollidingLeft_R,botIsCollidingRight_R,botIsFalling_R,botIsGrounded_R,botSpeedX_R,botSpeedY_R,botHealth_R,botPlayerDistance_R,pickUpsVisible_R,pickUpPlayerDisctance_R,playerDeath_R,[output]ranking
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7185845833333334,0.0061728416666666,0.6970899166666666,0.0,0.030202775,0.0925925833333333,0.6970899166666666,0.3088624416666666,3.876135833333333,3.7695856666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.0,0.7185845833333334,0.0061728416666666,0.6970899166666666,0.0,0.030202775,0.0925925833333333,0.6970899166666666,0.3088624416666666,3.876135833333333,3.7695856666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5354705000000001,0.0208574833333333,0.514613025,0.0,0.0,0.3831483583333333,0.514613025,0.397726025,6.588289791666667,6.373858833333333,1.0,0.0,0.0,0.0,0.0,0.0,0.5178571666666666,0.3538889166666667,0.3538889166666667,0.0,0.0,0.1113888583333333,0.3538889166666667,2.8790358333333335,0.5136591666666667,0.5833333333333334,5.348564166666667,0.7831944166666668,2.5182575000000003,0.0,0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.0,0.5354705000000001,0.0208574833333333,0.514613025,0.0,0.0,0.3831483583333333,0.514613025,0.397726025,6.588289791666667,6.373858833333333,1.0,0.0,0.0,0.0,0.0,0.0,0.5178571666666666,0.3538889166666667,0.3538889166666667,0.0,0.0,0.1113888583333333,0.3538889166666667,2.8790358333333335,0.5136591666666667,0.5833333333333334,5.348564166666667,0.7831944166666668,2.5182575000000003,0.0,8.409090916666667,0.3708636333333333,0.0218253833333333,0.34903825,0.0,0.0,0.3105883333333333,0.34903825,0.6647444166666666,7.248863341666667,8.02165875,1.0,0.0,0.0833333333333333,0.0833333333333333,0.4204545416666667,0.0833333333333333,0.3045005,0.4055555833333333,0.4055555833333333,0.0093434333333333,0.0,0.0111110833333333,0.4055555833333333,2.1944675,0.0159184166666666,0.4117646666666667,4.9002625,1.556064,7.336872499999999,0.0,0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,8.409090916666667,0.3708636333333333,0.0218253833333333,0.34903825,0.0,0.0,0.3105883333333333,0.34903825,0.6647444166666666,7.248863341666667,8.02165875,1.0,0.0,0.0833333333333333,0.0833333333333333,0.4204545416666667,0.0833333333333333,0.3045005,0.4055555833333333,0.4055555833333333,0.0093434333333333,0.0,0.0111110833333333,0.4055555833333333,2.1944675,0.0159184166666666,0.4117646666666667,4.9002625,1.556064,7.336872499999999,0.0,20.0,0.4567643333333333,0.0121252249999999,0.4446390833333333,0.0,0.0,0.36507425,0.4446390833333333,0.4709215,7.827653333333333,7.411924166666666,1.0,0.0,0.0,0.0,1.0,0.0,0.2716049166666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.9997616666666669,0.0,0.3333333333333333,5.3143,2.3388891666666667,9.06018,0.0,0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,20.0,0.4567643333333333,0.0121252249999999,0.4446390833333333,0.0,0.0,0.36507425,0.4446390833333333,0.4709215,7.827653333333333,7.411924166666666,1.0,0.0,0.0,0.0,1.0,0.0,0.2716049166666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.9997616666666669,0.0,0.3333333333333333,5.3143,2.3388891666666667,9.06018,0.0,20.0,0.1126613333333333,0.0,0.1126613333333333,0.0,0.0,0.3953121666666666,0.1126613333333333,0.79535575,6.342156083333333,10.637804166666667,1.0,0.0,0.0,0.0,1.0,0.1666666666666666,1.3922,0.8191349166666667,0.8191349166666667,0.004086925,0.0066666666666666,0.1057715916666666,0.8191349166666667,5.467275833333333,0.2919359166666667,0.997807,10.830235833333331,0.0,0.0,0.0,0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,20.0,0.1126613333333333,0.0,0.1126613333333333,0.0,0.0,0.3953121666666666,0.1126613333333333,0.79535575,6.342156083333333,10.637804166666667,1.0,0.0,0.0,0.0,1.0,0.1666666666666666,1.3922,0.8191349166666667,0.8191349166666667,0.004086925,0.0066666666666666,0.1057715916666666,0.8191349166666667,5.467275833333333,0.2919359166666667,0.997807,10.830235833333331,0.0,0.0,0.0,20.0,0.2657627166666667,0.0,0.2657627166666667,0.0,0.0,0.3313319166666666,0.2657627166666667,0.3580246666666666,9.340476666666666,7.746653333333334,1.0,0.0,0.0,0.0,1.0,0.0833333333333333,0.2614469166666666,0.325,0.325,0.0,0.0,0.0083333333333333,0.325,1.826615,0.0165754166666666,0.3333333333333333,3.0007875,0.0,0.0,0.0,0
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,20.0,0.2657627166666667,0.0,0.2657627166666667,0.0,0.0,0.3313319166666666,0.2657627166666667,0.3580246666666666,9.340476666666666,7.746653333333334,1.0,0.0,0.0,0.0,1.0,0.0833333333333333,0.2614469166666666,0.325,0.325,0.0,0.0,0.0083333333333333,0.325,1.826615,0.0165754166666666,0.3333333333333333,3.0007875,0.0,0.0,0.0,20.0,0.2327898333333333,0.0,0.2327898333333333,0.0,0.0,0.36776675,0.2327898333333333,0.7377305833333333,4.0223449,9.536074166666667,1.0,0.003787875,0.0,0.0,0.4015151666666667,0.1666666666666666,1.7816666666666665,0.4502947916666666,0.4446953333333334,0.0018115916666666,0.003787875,0.5553046666666667,0.4446953333333334,5.351161666666666,4.073258583333334,1.0,7.186320833333333,1.1239415833333333,11.18425,0.0,1
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,20.0,0.2327898333333333,0.0,0.2327898333333333,0.0,0.0,0.36776675,0.2327898333333333,0.7377305833333333,4.0223449,9.536074166666667,1.0,0.003787875,0.0,0.0,0.4015151666666667,0.1666666666666666,1.7816666666666665,0.4502947916666666,0.4446953333333334,0.0018115916666666,0.003787875,0.5553046666666667,0.4446953333333334,5.351161666666666,4.073258583333334,1.0,7.186320833333333,1.1239415833333333,11.18425,0.0,29.14055,0.51454225,0.0061728416666666,0.5083694166666667,0.0,0.0,0.18934275,0.5083694166666667,0.5003813333333333,8.652103333333333,5.984398333333334,1.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.24928775,0.15,0.15,0.0,0.0,0.0999999999999999,0.15,0.8993133333333333,1.16376325,0.25,3.677725,3.691544166666666,8.481994166666667,0.0,1
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,29.14055,0.51454225,0.0061728416666666,0.5083694166666667,0.0,0.0,0.18934275,0.5083694166666667,0.5003813333333333,8.652103333333333,5.984398333333334,1.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.24928775,0.15,0.15,0.0,0.0,0.0999999999999999,0.15,0.8993133333333333,1.16376325,0.25,3.677725,3.691544166666666,8.481994166666667,0.0,70.0,0.3027639166666667,0.0209090916666666,0.2526340416666666,0.0,0.0330086666666666,0.4085635833333333,0.2526340416666666,0.7611538333333333,5.60128375,10.595164166666668,1.0,0.0,0.0,0.0,0.0,0.0833333333333333,1.000513083333333,0.5966666666666667,0.5933333333333334,0.0033333333333333,0.0,0.3233333333333333,0.5933333333333334,5.124146666666666,1.8072825,0.9166666666666666,8.828374166666666,1.0393591666666666,8.186446666666667,0.0,1
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,70.0,0.3027639166666667,0.0209090916666666,0.2526340416666666,0.0,0.0330086666666666,0.4085635833333333,0.2526340416666666,0.7611538333333333,5.60128375,10.595164166666668,1.0,0.0,0.0,0.0,0.0,0.0833333333333333,1.000513083333333,0.5966666666666667,0.5933333333333334,0.0033333333333333,0.0,0.3233333333333333,0.5933333333333334,5.124146666666666,1.8072825,0.9166666666666666,8.828374166666666,1.0393591666666666,8.186446666666667,0.0,98.19285833333332,0.3976088333333333,0.0155952416666666,0.3820135,0.0,0.0,0.3327770833333333,0.3820135,0.5374110833333333,9.73293,8.412255,1.0,0.0,0.25,0.0833333333333333,0.9196428583333334,0.0,0.6622575833333334,0.7202380833333333,0.7202380833333333,0.0,0.0,0.11309525,0.7202380833333333,4.5988533333333335,0.9345875666666666,0.8333333333333334,8.602375833333333,1.0625221666666669,4.387523333333333,0.0,0
