[control]player_id,playerStanding_L,playerScore_L,playerSpeed_L,playerIsGrounded_L,playerIsMidAir_L,playerIsLooping_L,playerIsCrashing_L,playerIsOffRoad_L,playerGasPedal_L,playerSteering_L,playerLap_L,playerDistanceToWayPoint_L,playerRespawn_L,visibleBotCount_L,botStanding_L,botScore_L,botSpeed_L,botIsGrounded_L,botIsLooping_L,botIsOffRoad_L,botIsCrashing_L,botGasPedal_L,botSteering_L,botLap_L,botDistanceToWayPoint_L,botPlayerDistance_L,visibleLoopCount_L,playerStanding_R,playerScore_R,playerSpeed_R,playerIsGrounded_R,playerIsMidAir_R,playerIsLooping_R,playerIsCrashing_R,playerIsOffRoad_R,playerGasPedal_R,playerSteering_R,playerLap_R,playerDistanceToWayPoint_R,playerRespawn_R,visibleBotCount_R,botStanding_R,botScore_R,botSpeed_R,botIsGrounded_R,botIsLooping_R,botIsOffRoad_R,botIsCrashing_R,botGasPedal_R,botSteering_R,botLap_R,botDistanceToWayPoint_R,botPlayerDistance_R,visibleLoopCount_R,[output]ranking,[output]delta
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,-1.0,0.0,0.0213009222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.252,0.0,2.0,-1.0,0.0,0.0109374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191.04777777777767,20.857733333333336,1.0,2.0726494166666667,0.0,29.457242366666662,1.0,0.0,0.0,0.0123626416666666,0.0,0.7749782500000001,0.0343877166666666,0.0,179.65675,0.0,2.195878333333334,1.2826919166666666,0.0,25.82698851666667,1.0,0.0,0.0,0.0,0.5725,0.1243055833333333,0.0,172.10641666666666,15.998008333333331,1.0,0.0,-1.0833333333333333
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2.0726494166666667,0.0,29.457242366666662,1.0,0.0,0.0,0.0123626416666666,0.0,0.7749782500000001,0.0343877166666666,0.0,179.65675,0.0,2.195878333333334,1.2826919166666666,0.0,25.82698851666667,1.0,0.0,0.0,0.0,0.5725,0.1243055833333333,0.0,172.10641666666666,15.998008333333331,1.0,2.0,0.0,32.72955,1.0,0.0,0.0,0.047222225,0.0,1.0,0.15938775,0.0,76.24374999999999,0.0,2.1501425,2.7425108333333337,0.0,33.47445833333333,1.0,0.0,0.0,0.022532,0.5512270833333334,-0.0066471749999999,0.0,81.82536666666667,9.4206125,0.3333333333333333,0.0,-3.541666666666667
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2.0,0.0,32.72955,1.0,0.0,0.0,0.047222225,0.0,1.0,0.15938775,0.0,76.24374999999999,0.0,2.1501425,2.7425108333333337,0.0,33.47445833333333,1.0,0.0,0.0,0.022532,0.5512270833333334,-0.0066471749999999,0.0,81.82536666666667,9.4206125,0.3333333333333333,2.0692816666666665,0.2444444166666667,14.376083333333334,1.0,0.0,0.0,0.015359475,0.0,-0.0300857083333333,-0.3470408333333333,0.0,59.23008333333333,0.0,2.0224466666666667,2.8749083333333334,0.2088839833333333,14.929175,1.0,0.0,0.05895325,0.0073529416666666,0.2011974833333333,-0.0036624999999999,0.0,56.52410833333334,5.915835,0.0,0.0,-3.208333333333333
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2.0692816666666665,0.2444444166666667,14.376083333333334,1.0,0.0,0.0,0.015359475,0.0,-0.0300857083333333,-0.3470408333333333,0.0,59.23008333333333,0.0,2.0224466666666667,2.8749083333333334,0.2088839833333333,14.929175,1.0,0.0,0.05895325,0.0073529416666666,0.2011974833333333,-0.0036624999999999,0.0,56.52410833333334,5.915835,0.0,2.0,1.0,6.010593333333333,1.0,0.0,0.0,0.0,0.9460784166666666,0.2929985833333333,-0.27783825,0.0,163.49025,0.0,2.2647058333333336,3.274775833333333,1.0,6.643321666666666,1.0,0.0,0.7515234999999999,0.0,-0.03339845,0.3279042083333333,0.0,165.77191666666667,5.951926666666666,0.0,1.0,1.416666666666666
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2.0,1.0,6.010593333333333,1.0,0.0,0.0,0.0,0.9460784166666666,0.2929985833333333,-0.27783825,0.0,163.49025,0.0,2.2647058333333336,3.274775833333333,1.0,6.643321666666666,1.0,0.0,0.7515234999999999,0.0,-0.03339845,0.3279042083333333,0.0,165.77191666666667,5.951926666666666,0.0,2.0,1.0,7.075713333333333,1.0,0.0,0.0,0.0,0.7587719166666668,0.3263999166666666,-0.4715576666666667,0.0,148.99583333333334,0.0,1.4805075,3.2540758333333333,1.0,5.763270833333333,1.0,0.0,0.995614,0.0046296333333333,0.2712311916666667,-0.09306175,0.0,153.31325,5.599301666666666,0.0,1.0,14.291666666666668
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,2.0,1.0,7.075713333333333,1.0,0.0,0.0,0.0,0.7587719166666668,0.3263999166666666,-0.4715576666666667,0.0,148.99583333333334,0.0,1.4805075,3.2540758333333333,1.0,5.763270833333333,1.0,0.0,0.995614,0.0046296333333333,0.2712311916666667,-0.09306175,0.0,153.31325,5.599301666666666,0.0,3.633578333333334,1.0,17.956065833333334,1.0,0.0,0.0,0.0,0.5885416666666666,0.5980563916666667,-0.46732625,0.0,132.30658333333335,0.0,0.5799146666666667,2.35,0.75,20.665793333333333,0.75,0.0,0.0,0.0333333083333333,0.4883333333333333,0.0729166666666666,0.0,84.72389166666666,19.95859,0.0,0.0,-2.583333333333333
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,3.633578333333334,1.0,17.956065833333334,1.0,0.0,0.0,0.0,0.5885416666666666,0.5980563916666667,-0.46732625,0.0,132.30658333333335,0.0,0.5799146666666667,2.35,0.75,20.665793333333333,0.75,0.0,0.0,0.0333333083333333,0.4883333333333333,0.0729166666666666,0.0,84.72389166666666,19.95859,0.0,4.0,1.03125,38.955783333333336,1.0,0.0,0.0,0.0,0.3177083333333333,1.0,-0.19054035,0.0,66.11734166666666,0.0,1.8541666666666667,2.566666666666667,1.388715,33.402925,1.0,0.0,0.0,0.009375,0.4885661666666667,-0.75775125,0.0,94.22539166666668,44.9753,0.27777775,0.0,-3.958333333333334
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,4.0,1.03125,38.955783333333336,1.0,0.0,0.0,0.0,0.3177083333333333,1.0,-0.19054035,0.0,66.11734166666666,0.0,1.8541666666666667,2.566666666666667,1.388715,33.402925,1.0,0.0,0.0,0.009375,0.4885661666666667,-0.75775125,0.0,94.22539166666668,44.9753,0.27777775,4.0,2.0,28.196041666666662,1.0,0.0,0.0,0.0,0.4226190833333333,1.0,-0.1444013916666666,0.0,168.22833333333332,0.0,1.6527783333333332,2.651440833333333,2.0,38.48860833333333,1.0,0.0,0.0,0.00925925,0.6795250833333334,0.2426936499999999,0.0,122.54155833333331,47.35863333333333,0.0,0.0,-1.5833333333333333
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,4.0,2.0,28.196041666666662,1.0,0.0,0.0,0.0,0.4226190833333333,1.0,-0.1444013916666666,0.0,168.22833333333332,0.0,1.6527783333333332,2.651440833333333,2.0,38.48860833333333,1.0,0.0,0.0,0.00925925,0.6795250833333334,0.2426936499999999,0.0,122.54155833333331,47.35863333333333,0.0,4.0,2.0,38.701675,1.0,0.0,0.0,0.0,0.0,0.605659125,-0.0681467249999999,0.0,82.96885833333333,0.0,0.5911679166666667,1.8137258333333337,1.5,23.947850000000003,0.6666666666666666,0.0,0.0,0.0,0.3857143333333333,-0.3690475833333333,0.0,41.13585833333334,41.7656,0.0,1.0,1.5
018B0D8D-B5EC-09D6-90ED-550058EBFEAF,4.0,2.0,38.701675,1.0,0.0,0.0,0.0,0.0,0.605659125,-0.0681467249999999,0.0,82.96885833333333,0.0,0.5911679166666667,1.8137258333333337,1.5,23.947850000000003,0.6666666666666666,0.0,0.0,0.0,0.3857143333333333,-0.3690475833333333,0.0,41.13585833333334,41.7656,0.0,4.0,2.75,46.58685833333333,1.0,0.0,0.0,0.0,0.0,0.7704843666666666,0.0989121166666666,0.0,52.984123333333336,0.0,1.4411058333333333,2.719056666666667,3.2611108333333334,40.807875,1.0,0.0,0.0,0.0128205166666666,0.6754966666666666,0.182518725,0.0,135.77536666666666,42.810566666666666,0.0,1.0,4.458333333333333
